Code;Details
900216;SAO ROQUE ENERGETICA S.A. (REGISTRO ATIVO)
52477;SAP SE (REGISTRO ATIVO)
26840;SAP SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A. (REGISTRO CANCELADO)
911248;SAPORE S.A. (REGISTRO ATIVO)
10464;SARABOR SA REGENS ARTEFS BORR (REGISTRO CANCELADO)
908210;SARAIVA EDUCACAO S/A (REGISTRO ATIVO)
10472;EM RECUPERAÇÃO JUDICIAL (REGISTRO ATIVO)
56332;SAREPTA THERAPEUTICS INC (REGISTRO ATIVO)
11029;SATMA SUL AMERICA PARTS SA (REGISTRO CANCELADO)
15261;SAUIPE SA (REGISTRO CANCELADO)
900123;SAVANA COMÉRCIO DE VEÍCULOS LTDA (REGISTRO ATIVO)
10499;SAVENA SA VEICS NAC COM REPR (REGISTRO CANCELADO)
900034;SAVIXX COMERCIO INTERNACIONAL S/A (REGISTRO ATIVO)
907568;SAX SA CREDITO FINANCIAMENTO E INVESTIMENTO (REGISTRO ATIVO)
907576;SB BONSUCESSO ADMINISTRADORA DE SHOPPINGS S.A. (REGISTRO ATIVO)
55794;SBA COMMUNICATIONS CORP (REGISTRO ATIVO)
913236;SBF COM PRODUTOS ESPORTIVOS LTDA (REGISTRO ATIVO)
25410;SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A. (REGISTRO ATIVO)
93998;SBPAR PARTICIPAÇÕES S.A. (REGISTRO NÃO CONCEDIDO)
913319;SC2 MARANHÃO LOCAÇÃO DE CENTROS COMERCIAIS S.A. (REGISTRO ATIVO)
916379;SCALA DATA CENTERS S.A. (REGISTRO ATIVO)
907683;SCALINA S/A (REGISTRO ATIVO)
907691;SCANIA BANCO S/A (REGISTRO ATIVO)
23400;SECURITIZADORA DE CRÉDITOS DO AGRONEGÓCIO S/A (REGISTRO CANCELADO)
23337;SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S/A (REGISTRO CANCELADO)
907659;SCG III  HOLDING S.A. (REGISTRO ATIVO)
911446;SCG IV HOLDING S.A. (REGISTRO ATIVO)
16063;SCGR EMPRS PARTICIPACOES SA (REGISTRO CANCELADO)
900204;SCHEFFER PARTICIPAÇÕES S.A (REGISTRO ATIVO)
50296;SCHLUMBERGER LIMITED (REGISTRO ATIVO)
14664;SCHULZ S.A. (REGISTRO ATIVO)
10510;SCOPUS TECNOLOGIA SA (REGISTRO CANCELADO)
57908;SCOTIABANK (REGISTRO ATIVO)
902676;SCOTIABANK BRASIL S/A BANCO MULTIPLO (REGISTRO ATIVO)
915389;SCR II COMPANHIA SECURITIZADORA DE CRÉDITOS FINANC
13790;SDV ADM-DE SHOPPING CENTERS SA (REGISTRO CANCELADO)
16128;SE SA COMERCIO E IMPORTACAO (REGISTRO CANCELADO)
910687;SE VINEYARDS TRANSMISSÃO DE ENERGIA S/A (REGISTRO ATIVO)
57290;SEA LTD (REGISTRO ATIVO)
22730;SEABRAS SERVIÇOS DE PETRÓLEO S/A (REGISTRO CANCELADO)
53350;SEAGATE TECHNOLOGY HOLDINGS PLC (REGISTRO ATIVO)
56340;SEAGEN INC. (REGISTRO ATIVO)
55107;SEALED AIR CORP (REGISTRO ATIVO)
18198;SEARA ALIMENTOS SA (REGISTRO CANCELADO)
10529;SEARA INDUSTRIAL SA (REGISTRO CANCELADO)
10537;SEARLE BRASIL SA (REGISTRO CANCELADO)
17906;SISTEMA EDUCACIONAL BRASILEIRO SA (REGISTRO CANCELADO)
911594;SEB SISTEMA EDUCACIONAL BRASILEIRO S.A. (REGISTRO ATIVO)
23752;SEC TWO COMPANHIA SECURITIZADORA DE CRÉDITOS (REGISTRO CANCELADO)
907675;SECID ¿ SOCIEDADE EDUCACIONAL CIDADE DE SAO PAULO (REGISTRO ATIVO)
19720;CIA SECURIT. CRÉD. IMOBILIÁRIOS (REGISTRO ATIVO)
907584;SECULUS DA AMAZONIA INDUSTRIA E COMERCIO S.A. (REGISTRO ATIVO)
10545;SECURIT SA (REGISTRO CANCELADO)
913921;SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS VERT S.A. (REGISTRO ATIVO)
911032;SEEDCORP HO PRODUCAO E COMERCIALIZACAO DE SEMENTES (REGISTRO ATIVO)
12874;SEHBE CIA DE PARTICIPACOES (REGISTRO CANCELADO)
10553;SEHBE SA HOTEIS E TURISMO (REGISTRO CANCELADO)
58726;SEI INVESTMENTS CO (REGISTRO ATIVO)
10561;FLORESTAS E INDÚSTRIAS (REGISTRO ATIVO)
911727;SELF IT ACADEMIAS  HOLDING S.A. (REGISTRO ATIVO)
94200;SELF IT ACADEMIAS HOLDING S.A.
26794;SELF IT ACADEMIAS HOLDING S.A. (REGISTRO CANCELADO)
10570;SEMENTES AGROCERES SA (REGISTRO CANCELADO)
7242;SEMER SA (REGISTRO CANCELADO)
10588;SEMP TOSHIBA SA (REGISTRO CANCELADO)
55115;SEMPRA (REGISTRO ATIVO)
910844;SENDAS DISTRIBUIDORA S.A.
25372;SENDAS DISTRIBUIDORA S.A. (REGISTRO ATIVO)
19291;SENDAS S/A (REGISTRO CANCELADO)
23698;SENECA COMPANHIA SECURITIZADORA (REGISTRO CANCELADO)
907725;CREDITO FINANCIAMENTO E INVESTIMENTO (REGISTRO ATIVO)
26786;SENIOR SISTEMAS S.A. (REGISTRO ATIVO)
917536;SENSATTO ENERGIA SA (REGISTRO ATIVO)
908137;SEQUOIA LOG S/A (REGISTRO ATIVO)
912147;SEQUOIA LOGISTICA E TRANSPORTES S.A
25160;SEQUOIA LOGISTICA E TRANSPORTES S.A (REGISTRO ATIVO)
23221;SER EDUCACIONAL S.A. (REGISTRO ATIVO)
26441;SERENA ENERGIA S.A. (REGISTRO ATIVO)
23426;SERENA GERACAO S.A (REGISTRO ATIVO)
10596;SERGEN SERVS GERAIS DE ENG SA (REGISTRO CANCELADO)
10600;SERMECO SERV MEC ENG CONST SA (REGISTRO CANCELADO)
15903;SERNAMBETIBA TRUST SPE SA (REGISTRO CANCELADO)
14966;SERRA AZUL WATER PARK SA (REGISTRO CANCELADO)
910927;SERRA DE IBIAPABA TRANSMISSORA DE ENERGIA S/A (REGISTRO ATIVO)
913970;SERRA DO MEL HOLDING S.A. (REGISTRO ATIVO)
914986;SERRA DO SERIDÓ F1 HOLDING S.A. (REGISTRO ATIVO)
900276;SERRA DO SERIDÓ F2 HOLDING S.A. (REGISTRO ATIVO)
908186;SERRAS HOLDING  S.A. (REGISTRO ATIVO)
908160;SERTAO ENERGIAS RENOVAVEIS S/A (REGISTRO ATIVO)
908194;SERTAO I SOLAR ENERGIA SPE S.A. (REGISTRO ATIVO)
900071;SERTÃO SOLAR BARREIRAS XIX S.A. (REGISTRO ATIVO)
900069;SERTÃO SOLAR BARREIRAS XV S.A (REGISTRO ATIVO)
900067;SERTÃO SOLAR BARREIRAS XVI S.A. (REGISTRO ATIVO)
900066;SERTÃO SOLAR BARREIRAS XVII S.A (REGISTRO ATIVO)
900070;SERTÃO SOLAR BARREIRAS XVIII S.A (REGISTRO ATIVO)
900072;SERTÃO SOLAR BARREIRAS XX S.A (REGISTRO ATIVO)
900073;SERTÃO SOLAR BARREIRAS XXI S.A (REGISTRO ATIVO)
14770;SERTEP SA ENG. E MONTAGEM (REGISTRO CANCELADO)
56359;SERVICENOW INC (REGISTRO ATIVO)
10626;SERVIX ENGENHARIA SA (REGISTRO CANCELADO)
13404;SETA SA EXTRAT TANINO ACACIA (REGISTRO CANCELADO)
908251;SETAH  OPERACOES S.A. (REGISTRO ATIVO)
10634;SETAL INSTALACOES INDLS SA (REGISTRO CANCELADO)
908269;SETE BRASIL PARTICIPACOES S.A (REGISTRO ATIVO)
915835;SETELOC S.A. (REGISTRO ATIVO)
20834;SETIBA PARTICIPAÇÕES S/A (REGISTRO CANCELADO)
904086;SG EQUIPMENT FINANCE S/A ARRENDAMENTO  MERCANTIL (REGISTRO ATIVO)
59188;SHOCKWAVE MEDICAL INC (REGISTRO ATIVO)
57304;SHOPIFY INC (REGISTRO ATIVO)
15733;SHOPPING CENTER TACARUNA SA (REGISTRO CANCELADO)
910968;SHOPPING DO CIDADAO SERVICOS E INFORMATICA S.A. (REGISTRO ATIVO)
900196;SHOPPING METRO ITAQUERA PARTICIPACOES E INVESTIMEN (REGISTRO ATIVO)
15482;SHOPTIME SA (REGISTRO CANCELADO)
57185;SIBANYE STILLWATER LTD (REGISTRO ATIVO)
13587;SIBISA TRADING SA (REGISTRO CANCELADO)
10669;SIBRA ELETROSIDERURGICA BRASILEIRA SA (A (REGISTRO CANCELADO)
12254;SID INFORMATICA SA (REGISTRO CANCELADO)
13099;SID MICROELETRONICA SA (REGISTRO CANCELADO)
13374;SIDERURGIA BRASILEIRA SA (REGISTRO CANCELADO)
10677;SIDERURGICA ACONORTE SA (REGISTRO CANCELADO)
13269;SIDERURGICA CEARENSE S/A (REGISTRO CANCELADO)
10685;SIDERURGICA COFERRAZ SA (REGISTRO CANCELADO)
10693;SIDERURGICA GUAIRA SA (REGISTRO CANCELADO)
10707;SIDERURGICA HIME (REGISTRO CANCELADO)
12823;SIDERURGICA J. L. ALIPERTI S.A. (REGISTRO ATIVO)
518280;SIDERÚRGICA NORTE BRASIL S.A. (REGISTRO ATIVO)
10723;SIDERURGICA RIOGRANDENSE SA (REGISTRO CANCELADO)
900283;SIERENTZ AGRO BRASIL LTDA. (REGISTRO ATIVO)
910034;SIFCO S.A. (REGISTRO ATIVO)
10740;SIFCO SA (REGISTRO CANCELADO)
12203;SIFCOINVEST SA (REGISTRO CANCELADO)
50028;SIGMA LITHIUM CORP (REGISTRO ATIVO)
52094;SIGNATURE BANK CORP (REGISTRO ATIVO)
59358;SIGNIFY HEALTH INC (REGISTRO ATIVO)
58734;SILICON LABORATORIES INC (REGISTRO ATIVO)
916781;SILVANIA TRANSMISSORA DE ENERGIA S.A. (REGISTRO ATIVO)
900289;SIMAK LOCACAO SERVICOS S.A (REGISTRO ATIVO)
10758;SIMESC SA (REGISTRO CANCELADO)
913335;SIMÕES TRANSMISSORA DE ENERGIA ELÉTRICA S.A. (REGISTRO ATIVO)
92193;SIMÕES TRANSMISSORA DE ENERGIA ELÉTRICA S.A.
52108;SIMON PROPERTY GROUP INC (REGISTRO ATIVO)
25003;SIMPAR S.A. (REGISTRO ATIVO)
916718;SIMPLEWAY LOCACOES E SERVICOS S.A. (REGISTRO ATIVO)
59366;SIMPLY GOOD FOODS CO/THE (REGISTRO ATIVO)
907816;SINOSSERRA FINANCEIRA SA SOCIEDADE DE CREDITO FINA (REGISTRO ATIVO)
22799;SINQIA S.A. (REGISTRO CANCELADO)
10774;SIOM SA I INSTRS DE OTICA MEC (REGISTRO CANCELADO)
908038;SIPCAM NICHINO BRASIL S/A (REGISTRO ATIVO)
10782;SIPOREX CONCRETO CELULAR SA (REGISTRO CANCELADO)
52116;SIRIUS XM HOLDINGS INC (REGISTRO ATIVO)
10790;SISAL BAHIA HOTEIS TURISMO SA (REGISTRO CANCELADO)
10804;SISAL IMOB SANTO AFONSO SA (REGISTRO CANCELADO)
917655;SISTEMAS DE ACESSO S.A. (REGISTRO ATIVO)
911628;SISTEMA ELITE DE ENSINO S.A. (REGISTRO ATIVO)
907857;SISTEMA PRODUTOR SAO LOURENCO S/A (REGISTRO ATIVO)
10812;SIT SOC DE INSTALACOES TECS SA (REGISTRO CANCELADO)
59381;SIX FLAGS ENTERTAINMENT CORP (REGISTRO ATIVO)
57010;SK TELECOM CO LTD (REGISTRO ATIVO)
917550;SKINSTORE S.A. (REGISTRO ATIVO)
916994;SKM EMPREENDIMENTOS E PARTICIPAÇÕES S.A. (REGISTRO ATIVO)
900024;SKM KIOTO EMPREENDIMENTOS E PARTICIPAÇÕES S.A. (REGISTRO ATIVO)
900023;SKM TOKIO EMPREENDIMENTOS E PARTICIPAÇÕES S.A. (REGISTRO ATIVO)
911842;SKYSITES AMERICAS S/A (REGISTRO ATIVO)
54232;SKYWORKS SOLUTIONS INC (REGISTRO ATIVO)
900229;SL ADMINISTRAÇÃO E PARTICIPAÇÕES LTDA. (REGISTRO ATIVO)
55808;SL GREEN REALTY CORP (REGISTRO ATIVO)
20745;SLC AGRICOLA S.A. (REGISTRO ATIVO)
24678;SLOT URBANISMO S/A (REGISTRO CANCELADO)
15148;SMA EMPREENDIMENTOS E PARTICIPAÇÕES S.A. (REGISTRO CANCELADO)
907923;SMART  RIO ACADEMIA DE GINASTICA S.A. (REGISTRO ATIVO)
914291;SMART RJ CONCESSIONÁRIA DE ILUMINAÇÃO PÚBLICA SPE (REGISTRO ATIVO)
907915;SMART.NET HOLDINGS S.A. (REGISTRO ATIVO)
24260;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A. (REGISTRO ATIVO)
58742;SMARTSHEET INC (REGISTRO ATIVO)
24252;SMILES FIDELIDADE S.A. (REGISTRO CANCELADO)
23140;SMILES S.A. (REGISTRO CANCELADO)
57037;SMITH & NEPHEW PLC (REGISTRO ATIVO)
58750;SNAP INC (REGISTRO ATIVO)
55816;SNAP-ON INC (REGISTRO ATIVO)
14300;SNB PARTICIPACOES S.A.
14303;SNB PARTICIPACOES SA (REGISTRO ATIVO)
57312;SNOWFLAKE INC (REGISTRO ATIVO)
908004;SOARES PENIDO CONCESSOES S/A (REGISTRO ATIVO)
908103;SOARES PENIDO PARTICIPACOES E EMPREENDIMENTOS S/A (REGISTRO ATIVO)
10820;SOBLOCO CONSTRUTORA SA (REGISTRO CANCELADO)
907824;SOBRAL I SOLAR ENERGIA SPE S.A. (REGISTRO ATIVO)
13501;SOBRAL INVICTA SA (REGISTRO CANCELADO)
13145;SOCIED. PAULIS ARTEF METALS/A (REGISTRO CANCELADO)
57967;SOCIEDAD QUIMICA Y MINERA DE CHILE SA (REGISTRO ATIVO)
16241;SANASA  (REGISTRO ATIVO)
907550;SOCIEDADE ADMINISTRADORA DE ESTACIONAMENTOS E SERV (REGISTRO ATIVO)
904219;SOCIEDADE COMERCIAL E IMPORTADORA HERMES S/A (REGISTRO ATIVO)
907733;SOCIEDADE FIDUCIARIA BRASILEIRA SERVICOS NEGOCIOS (REGISTRO ATIVO)
16217;SOCIEDADE PART CIMENTEIRAS SA (REGISTRO CANCELADO)
908202;SOCIEDADE RADIO E TELEVISAO ALTEROSA SA (REGISTRO ATIVO)
908012;SOCINAL S/A CREDITO FINANCIAMENTO E INVESTIMENTO (REGISTRO ATIVO)
508667;SOCOCO S/A AGROINDS DA AM (REGISTRO ATIVO)
13129;SOFIMA SA (REGISTRO CANCELADO)
917531;SOFTPLAN PLANEJAMENTO E SISTEMAS S.A. (REGISTRO ATIVO)
10855;SOGERAL LEASING SA ARREND MERC (REGISTRO CANCELADO)
14710;SOLA SA INDS ALIMENTICIAS (REGISTRO CANCELADO)
19410;SOLAE DO BRASIL HOLDINGS SA (REGISTRO CANCELADO)
27014;SOLAR BEBIDAS S.A. (REGISTRO ATIVO)
93793;SOLAR BEBIDAS S.A. (NÃO CONCEDIDO) (REGISTRO NÃO CONCEDIDO)
917545;SOLAR SERRA DO MEL B S/A (REGISTRO ATIVO)
917229;SOLAR21 TECNOLOGIA E ENERGIA SOLAR LTDA (REGISTRO ATIVO)
58769;SOLAREDGE TECHNOLOGIES INC (REGISTRO ATIVO)
917562;SOLARIS EMPREENDIMENTOS S.A. (REGISTRO ATIVO)
907865;SOLARIS EQUIPAMENTOS E SERVICOS S.A. (REGISTRO ATIVO)
916858;SOLARIS TRANSMISSÃO DE ENERGIA S.A. (REGISTRO ATIVO)
16004;SOLE DO BRASIL S.A. TELECOMUNICAÇÕES E C (REGISTRO CANCELADO)
912725;SOLFACIL SECURITIZADORA CREDITO FINANCEIRO S.A. (REGISTRO ATIVO)
917133;SOLFACIL SECURITIZADORA DE CRED.DO AGRONEGOCIO S/A (REGISTRO ATIVO)
91634;SOLFÁCIL SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A. (REGISTRO NÃO CONCEDIDO)
907832;SOLFARMA COMERCIO DE PRODUTOS FARMACEUTICOS S/A (REGISTRO ATIVO)
913939;SOLFARMA SECURITIZADORA DE CREDITOS MERCANTIS S.A. (REGISTRO ATIVO)
519065;SOLUÇÕES ESTRUTURAIS S.A. (REGISTRO ATIVO)
27073;SOLVI ESSENCIS AMBIENTAL S.A. (REGISTRO ATIVO)
917459;SOLVI ESSENCIS AMBIENTAL S.A. (REGISTRO ATIVO)
907907;SOLVI PARTICIPACOES S.A. (REGISTRO ATIVO)
92029;SOLVÍ PARTICIPAÇÕES S.A. (NÃO CONCEDIDO) (REGISTRO NÃO CONCEDIDO)
22551;SOMOS EDUCAÇÃO S.A. (REGISTRO CANCELADO)
903815;SOMOS SISTEMAS DE ENSINO S/A (REGISTRO ATIVO)
16055;SONAE DISTRIBUIÇÃO BRASIL SA (REGISTRO CANCELADO)
907949;SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S/A (REGISTRO ATIVO)
17981;SONDIS BRASIL SA (REGISTRO CANCELADO)
10880;SONDOTECNICA ENGENHARIA SOLOS S.A. (REGISTRO ATIVO)
917666;SONEVA ENERGIAS RENOVÁVEIS S.A. (REGISTRO ATIVO)
911263;SONORA ESTANCIA S/A (REGISTRO ATIVO)
52485;SONY GROUP CORPORATION (REGISTRO ATIVO)
10898;SOPAVE SA SOC PAUL DE VEICULOS (REGISTRO CANCELADO)
10901;SORANA COML E IMPORTADORA SA (REGISTRO CANCELADO)
908020;SOROCRED CREDITO FINANCIAMENTO E INVESTIMENTO S/A (REGISTRO ATIVO)
916833;SOROCRED INSTITUIÇÃO DE PAGAMENTOS S.A. (REGISTRO ATIVO)
916239;SOTRAN S.A. LOGISTICA E TRANSPORTE (REGISTRO ATIVO)
10910;SOTREQ SA TRATORES E EQUIPS (REGISTRO CANCELADO)
54054;SOUTHWEST AIRLINES CO (REGISTRO ATIVO)
9547;SOUTO VIDIGAL SA (REGISTRO CANCELADO)
4057;SOUZA CRUZ SA (REGISTRO CANCELADO)
913095;SPE 3R PETROLEUM S.A. (REGISTRO ATIVO)
23361;SPE AKRO SECURITIZADORA S.A. (REGISTRO CANCELADO)
909283;SPE BOA VISTA 2 ENERGIA S.A (REGISTRO ATIVO)
908046;SPE BRASIL SOLAIR LOCACAO E ARRENDAMENTO DE PAINEI (REGISTRO ATIVO)
904177;SPE HOLDING BEIRA-RIO S.A (REGISTRO ATIVO)
900255;SPE MORRO REDONDO ENERGIA RENOVAVEL S.A. (REGISTRO ATIVO)
900032;SPE NOVO NORTE AEROPORTOS S.A. (REGISTRO ATIVO)
915272;SPE SANEAMENTO RIO 1 S.A. (REGISTRO ATIVO)
915280;SPE SANEAMENTO RIO 4 S.A.
903732;SPE SAO FRANCISCO EMPREENDIMENTOS IMOBILIARIOS S.A (REGISTRO ATIVO)
912782;SPE TRANSMISSORA DE ENERGIA LINHA VERDE II S.A. (REGISTRO ATIVO)
908079;SPE TURBINA 16 ENERGIA S.A. (REGISTRO ATIVO)
501646;SPERAFICO DA AMAZÔNIA S.A. (REGISTRO ATIVO)
10936;SPERB DO NE SA IND TEXTIL (REGISTRO CANCELADO)
10944;SPERRY SA (REGISTRO CANCELADO)
908087;SOCIEDADE PARA PARTICIPACOES EM INFRAESTRUTU (REGISTRO ATIVO)
900005;SPIC BRASIL ENERGIA PARTICIPAÇÕES S.A. (REGISTRO ATIVO)
51438;SPIRIT REALTY CAPITAL INC (REGISTRO ATIVO)
59401;SPIRIT REALTY CAPITAL INC (REGISTRO ATIVO)
16489;SPLICE DO BRASIL TELEC E ELETRONICA S/A (REGISTRO CANCELADO)
56367;SPLUNK INC (REGISTRO ATIVO)
55123;SPOTIFY TECHNOLOGY SA (REGISTRO ATIVO)
900078;SPREAD PARTICIPAÇÕES S.A (REGISTRO ATIVO)
10952;SPRINGER CARRIER NE SA (REGISTRO CANCELADO)
10960;SPRINGER S.A. (REGISTRO CANCELADO)
20966;SPRINGS GLOBAL PARTICIPACOES S.A. (REGISTRO ATIVO)
51390;SPRINT CORPORATION (REGISTRO ATIVO)
59170;SPROUTS FARMERS MARKET INC (REGISTRO ATIVO)
917674;SPRS PLATÃO CAPITAL II S.A. (REGISTRO ATIVO)
1953;SPSCS INDUSTRIAL SA (REGISTRO CANCELADO)
57630;SQUARESPACE INC (REGISTRO ATIVO)
917161;SR N PARTICIPACOES S.A. (REGISTRO ATIVO)
908145;SRC COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIR (REGISTRO ATIVO)
56375;SS&C TECHNOLOGIES HOLDINGS INC (REGISTRO ATIVO)
15725;ST MICHEL SA (REGISTRO CANCELADO)
58777;STAG INDUSTRIAL INC (REGISTRO ATIVO)
57851;STANDARD CHARTERED (REGISTRO ATIVO)
10979;STANDARD ELETRONICA SA (REGISTRO CANCELADO)
55824;STANLEY BLACK & DECKER INC (REGISTRO ATIVO)
908301;STAR ONE S.A. (REGISTRO ATIVO)
903773;STARA FINANCEIRA S.A. CFI (REGISTRO ATIVO)
24201;INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS (REGISTRO CANCELADO)
50610;STARBUCKS CORPORATION (REGISTRO ATIVO)
58785;STARWOOD PROPERTY TRUST INC (REGISTRO ATIVO)
908285;STATE GRID BRAZIL HOLDING S.A. (REGISTRO ATIVO)
53368;STATE STREET CORP (REGISTRO ATIVO)
22594;STATKRAFT ENERGIAS RENOVAVEIS S.A. (REGISTRO ATIVO)
59374;STEPAN CO (REGISTRO ATIVO)
56383;STERIS PLC (REGISTRO ATIVO)
52124;STERLING BANCORP (REGISTRO ATIVO)
917619;STERLITE BRAZIL PARTICIPACOES (REGISTRO ATIVO)
13153;STEVIAFARMA INDUSTRIAL SA (REGISTRO CANCELADO)
52574;STMICROELECTRONICS NV (REGISTRO ATIVO)
908319;SISTEMA DE TRANSMISSAO NORDESTE S.A. (REGISTRO ATIVO)
911164;STONE PAGAMENTOS S.A. (REGISTRO ATIVO)
57380;STONECO LTD. (REGISTRO ATIVO)
57649;STORE CAPITAL CORP (REGISTRO ATIVO)
59137;STRIDE INC (REGISTRO ATIVO)
55131;STRYKER CORP (REGISTRO ATIVO)
911404;SUBESTACAO AGUA AZUL SPE S/A (REGISTRO ATIVO)
17787;SUBESTAÇÃO ELETROMETRÔ S/A (REGISTRO CANCELADO)
19682;SUBMARINO S/A (REGISTRO CANCELADO)
509582;SUCONOR S.A. (REGISTRO CANCELADO)
16586;SUDESTE S.A. (REGISTRO ATIVO)
10995;SUDESTE SA IND E COMERCIO (REGISTRO CANCELADO)
23957;SUGOI S.A. (REGISTRO ATIVO)
912022;SUGOI S/A (REGISTRO ATIVO)
900097;SUHAI SEGURADORA S.A (REGISTRO ATIVO)
16438;SUL 116 PARTICIPACOES S.A. (REGISTRO ATIVO)
11002;SUL AMERICA CAPITALIZACAO S.A. (REGISTRO CANCELADO)
11010;SUL AMERICA CIA NACL SEGUROS (REGISTRO CANCELADO)
21121;SUL AMERICA S.A. (REGISTRO CANCELADO)
10413;SUL AMERICA STA CRUZ SEGS SA (REGISTRO CANCELADO)
11037;SUL BRASILEIRO COM IMP EXP SA (REGISTRO CANCELADO)
11045;SUL BRASILEIRO CRED.,FINANC.E (REGISTRO CANCELADO)
900061;SUL CONCESSÕES E PARTICIPACOES S/A (REGISTRO ATIVO)
23345;SUL INVEST SECURITIZADORA S/A (REGISTRO CANCELADO)
16144;SUL LOGISTICA SA (REGISTRO CANCELADO)
15008;SULABENTURES SA (REGISTRO CANCELADO)
900237;SULASAPAR PARTICIPAÇÕES S.A (REGISTRO ATIVO)
11053;SULFAB CIA SULFOQUIMICA DA BA (REGISTRO CANCELADO)
6254;SULINA ALIMENTOS SA (REGISTRO CANCELADO)
914507;SUMICITY TELECOMUNICAÇÕES S.A. (REGISTRO ATIVO)
57029;SUMITOMO MITSUI FINANCIAL GROUP INC (REGISTRO ATIVO)
57339;SUN COMMUNITIES INC (REGISTRO ATIVO)
917571;SUPER QUADRA EMPREENDIMENTOS IMOBILIÁRIOS S.A. (REGISTRO ATIVO)
11061;SUPERAGRO SA FERT INSETICIDAS (REGISTRO CANCELADO)
911222;SUPERFRIO ARMAZENS GERAIS S.A. (REGISTRO ATIVO)
911958;SUPERMERCADO BAHAMAS S/A (REGISTRO ATIVO)
917570;SUPERMERCADO SUPERPÃO S.A. (REGISTRO ATIVO)
7820;SUPERMERCADOS REAL SA (REGISTRO CANCELADO)
913228;SUPERSIM SECURITIZADORA DE CRÉDITOS FINACEIROS S.A (REGISTRO ATIVO)
18880;SUPERVIA CONCESS. DE TRANPORTE FERR. S/A (REGISTRO CANCELADO)
908129;SUPERVIA-CONCESSIONARIA DE TRANSPORTE FERROVIARIO (REGISTRO ATIVO)
917344;SUPRIMED PARTICIPAÇÕES S.A. (REGISTRO ATIVO)
11096;SURAMIC S R A M IND COM SA (REGISTRO CANCELADO)
908350;SUSTENTA COMERCIALIZADORA DE ENERGIA S.A. (REGISTRO ATIVO)
9067;SUZANO HOLDING S.A. (REGISTRO ATIVO)
13986;SUZANO S.A. (REGISTRO ATIVO)
12998;SV ENGENHARIA SA (REGISTRO CANCELADO)
55832;SVB FINANCIAL GROUP (REGISTRO ATIVO)
58793;SWITCH INC (REGISTRO ATIVO)
21040;SYN PROP E TECH S.A. (REGISTRO ATIVO)
58807;SYNAPTICS INC (REGISTRO ATIVO)
53384;SYNCHRONY FINANCIAL (REGISTRO ATIVO)
55840;SYNOPSYS INC (REGISTRO ATIVO)
53392;SYSCO CORP (REGISTRO ATIVO)
11118;T BARRETO IND COM SA (REGISTRO CANCELADO)
55140;T ROWE PRICE GROUP INC (REGISTRO ATIVO)
53422;T-MOBILE US INC (REGISTRO ATIVO)
22454;T4F ENTRETENIMENTO S.A. (REGISTRO ATIVO)
21326;T4F ENTRETENIMENTO SA
20508;TAIPE TRANCOSO EMPREENDIMENTOS S/A (REGISTRO CANCELADO)
52531;TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD (REGISTRO ATIVO)
55158;TAKE-TWO INTERACTIVE SOFTWARE INC (REGISTRO ATIVO)
52612;TAKEDA PHARMACEUTICAL CO LTD (REGISTRO ATIVO)
57053;TAL EDUCATION GROUP (REGISTRO ATIVO)
910042;TAM LINHAS AEREAS S.A. (REGISTRO ATIVO)
16390;TAM S.A. (REGISTRO CANCELADO)
12297;TAM TRANSP AEREOS REGIONAIS SA (REGISTRO CANCELADO)
58815;TANDEM DIABETES CARE INC (REGISTRO ATIVO)
910075;TANGARA ENERGIA S.A. (REGISTRO ATIVO)
507423;TANNERY DO BRASIL S.A. (REGISTRO ATIVO)
913806;TANQUE PARTICIPAÇÕES S.A. (REGISTRO ATIVO)
52132;TAPESTRY INC (REGISTRO ATIVO)
50890;TARGET CORP (REGISTRO ATIVO)
21717;TARPON INVESTIMENTOS S/A (REGISTRO CANCELADO)
6173;TAURUS ARMAS S.A. (REGISTRO ATIVO)
908806;TAVEX INDUSTRIA TEXTIL S.A. (REGISTRO ATIVO)
900077;TBA PARTICIPAÇÕES LTDA (REGISTRO ATIVO)
519707;TEXTIL BEZERRA DE MENEZES S.A. (REGISTRO ATIVO)
26077;TC S.A. (REGISTRO ATIVO)
20389;TC SECURITIES CIA DE SECURITIZAÇÃO (REGISTRO CANCELADO)
910257;TRANSMISSORA CAMINHO DO CAFE S.A. (REGISTRO ATIVO)
908442;TCI BPO TECNOLOGIA CONHECIMENTO E INFORMACAO S/A (REGISTRO ATIVO)
17612;TCO CELULAR PARTICIPAÇÕES S/A (REGISTRO CANCELADO)
24066;TCP TERMINAL DE CONTEINERES DE PARANAGUA SA (REGISTRO ATIVO)
54259;TE CONNECTIVITY LTD (REGISTRO ATIVO)
519928;TE-CHAGA-U AGROPECUÁRIA S.A. (REGISTRO ATIVO)
